Páginas principais,Cliques,Impressões,CTR,Posição
https://www.stz.com.br/sandalia-penelope-salto-grosso-detalhe-no-tira-cruzada-dourada-5195141-p2808679,14,9289,0.15%,3.83
https://www.stz.com.br/menino/sapatenis,14,8659,0.16%,10.77
https://www.stz.com.br/chuteira-futsal-infantil-vertus-texturizada-laranja-5195961-p2797881,14,8545,0.16%,05.06
https://www.stz.com.br/tenis-coca-cola-sense-casual-feminino-matelasse-metalizado-preto-5199990-p2823500,14,7682,0.18%,5.1
https://www.stz.com.br/tenis-penelope-casual-feminino-love-pespontos-branco-5193121-p2786587,14,6422,0.22%,4.25
https://www.stz.com.br/sandalia-beira-rio-salto-grosso-strass-glitter-rose-5194472-p2795121,14,3525,0.4%,2.31
https://www.stz.com.br/sandalia-rasteira-modare-ultraconforto-flat-elastico-pedraria-nude-5186665-p2733276,14,3257,0.43%,3.17
https://www.stz.com.br/tenis-converse-all-star-chuck-taylor-preto-5144944-p4235,14,3219,0.43%,12.84
https://www.stz.com.br/tenis-nike-precision-vi-esportivo-masculino-preto-5189363-p2756194,14,1421,0.99%,10.62
https://www.stz.com.br/tenis-infantil-nike-pico-5-branco-5145742-p178636,14,1379,1.02%,12.48
https://www.stz.com.br/sandalia-gabriela-salto-fino-amarracao-strass-preto-5194089-p2791924,14,1365,1.03%,11.2
https://www.stz.com.br/scarpin-gabriela-essenciais-salto-fino-nobuck-amarelo-5147876-p161415,14,1340,1.04%,2.55
https://www.stz.com.br/campanha-sapatilhas,14,1159,1.21%,4.86
https://www.stz.com.br/chinelo-havaianas-you-metallic-dourado-5181773-p2681871,14,1027,1.36%,4.37
https://www.stz.com.br/slide-nike-masculino-benassi-jdi-branco-5156068-p1162928,14,880,1.59%,09.08
https://www.stz.com.br/babuche-mormaii-masculino-preto-5157394-p1175257,14,830,1.69%,2.5
https://www.stz.com.br/tenis-democrata-brad-ultra-light-jogging-masculino-couro-marrom-5196283-p2800277,13,13069,0.1%,3.12
https://www.stz.com.br/chinelo-havaianas-hybrid-be-marrom-5199258-p2822588,13,9533,0.14%,6.3
https://www.stz.com.br/kit-meia-cano-curto-adidas-linear-ankle-cushioned-3-pares-35-37-branco-5192922-p2785819,13,7892,0.16%,8.57
https://www.stz.com.br/sandalia-papete-infantil-disney-mickey-mouse-carrinho-organizador-preto-5199422-p2819183,13,6483,0.2%,2.84
https://www.stz.com.br/scarpin-modare-ultraconforto-salto-grosso-preto-5167575-p1711637,13,5757,0.23%,3.58
https://www.stz.com.br/sandalia-dakota-salto-bloco-tiras-entrelacadas-strass-nude-5196512-p2801619,13,3941,0.33%,4.7
https://www.stz.com.br/marcas/coca-cola,13,3793,0.34%,29.07
https://www.stz.com.br/tenis-fila-efecto-energized-rubber-esportivo-masculino-mesh-preto-5195229-p2808564,13,3360,0.39%,5.66
https://www.stz.com.br/tamanco-modare-ultraconforto-anabela-tiras-triplas-metalizada-color-5197484-p2808778,13,3045,0.43%,1.8
https://www.stz.com.br/tamanco-modare-ultraconforto-salto-grosso-pedraria-verde-5196174-p2799649,13,2966,0.44%,2.84
https://www.stz.com.br/slide-infantil-disney-queridos-stitch-azul-5196344-p2800866,13,2880,0.45%,08.09
https://www.stz.com.br/tenis-infantil-nike-pico-5-casual-couro-preto-5173419-p2610458,13,2318,0.56%,5.56
https://www.stz.com.br/mochila-gabriela-detalhe-ziper-texturizada-preto-5183983-p2707458,13,2043,0.64%,6.95
https://www.stz.com.br/tenis-skechers-ultra-flex-2-0-mirkon-stretch-fit-masculino-preto-5195421-p2799921,13,1785,0.73%,7.9
https://www.stz.com.br/oxford-beira-rio-plataforma-pespontos-verniz-preto-5196441-p2801281,13,1171,1.11%,10.34
https://www.stz.com.br/sandalia-aranha-papete-zaxy-conectada-flatform-fecho-contato-verde-militar-5172840-p2604486,13,668,1.95%,02.01
https://www.stz.com.br/sandalia-gato-galactico-azul-com-brinde-kit-youtuber-5154542-p1146398,13,491,2.65%,11.69
https://www.stz.com.br/bota-democrata-garage-stroke-couro-marrom-5162514-p1650580,13,445,2.92%,28.14
https://www.stz.com.br/bolsa-baguete-tiracolo-pequena-gabriela-corrente-ziper-off-white-5194524-p2795286,13,397,3.27%,6.79
https://www.stz.com.br/caderno-stz-listras-color-5158037-p1181322,13,20,65%,2.45
https://www.stz.com.br/sandalia-papete-moleca-flatform-tratorada-fivela-redonda-preto-5198244-p2813265,12,97417,0.01%,6.76
https://www.stz.com.br/sandalia-rasteira-penelope-pedraria-rose-5198807-p2817616,12,19910,0.06%,4.79
https://www.stz.com.br/sandalia-vizzano-plataforma-tiras-metalizada-glitter-prata-5198360-p2814021,12,6950,0.17%,3.24
https://www.stz.com.br/acessorios/bolsas?pg=2,12,5741,0.21%,5.94
https://www.stz.com.br/marcas/moleca?pg=2,12,5446,0.22%,9.97
https://www.stz.com.br/cupom-especial30/,12,5278,0.23%,10.98
https://www.stz.com.br/sandalia-papete-infantil-dc-liga-da-justica-batman-mochila-preto-5199414-p2819169,12,4637,0.26%,6.97
https://www.stz.com.br/parceiro-fortaleza-sport-clube,12,4392,0.27%,3.68
https://www.stz.com.br/tenis-nike-air-max-excee-esportivo-masculino-preto-5145387-p83511,12,4063,0.3%,30.39
https://www.stz.com.br/tenis-asics-gel-venture-9-ortholite-esportivo-feminino-mesh-azul-5193163-p2786717,12,3966,0.3%,5.89
https://www.stz.com.br/Marcas/STZ?pg=9,12,3030,0.4%,7.43
https://www.stz.com.br/tenis-converse-all-star-chuck-taylor-cano-alto-azul-5185182-p2719335,12,2821,0.43%,16.06
https://www.stz.com.br/sandalia-penelope-salto-grosso-detalhe-no-camurca-nude-5170654-p2582329,12,2514,0.48%,4.21
https://www.stz.com.br/chinelo-havaianas-baby-brasil-logo-elastico-branco-5193805-p2791493,12,2483,0.48%,15.01
https://www.stz.com.br/tenis-fila-tr-knit-lifestyle-casual-masculino-couro-marinho-5193368-p2787676,12,2460,0.49%,12.37
https://www.stz.com.br/tenis-ollie-originals-dodge-2-cano-alto-feminino-preto-branco-color-5197621-p2810113,12,2246,0.53%,11.55
https://www.stz.com.br/sandalia-vizzano-salto-grosso-tira-rebites-fivela-caramelo-5198357-p2814018,12,1995,0.6%,03.04
https://www.stz.com.br/marcas/penelope?pg=2,12,1994,0.6%,5.63
https://www.stz.com.br/sandalia-rasteira-mississipi-detalhe-pedraria-off-white-5195488-p2807432,12,1605,0.75%,2.61
https://www.stz.com.br/campanha-moda-masculina,12,1456,0.82%,15.72
https://www.stz.com.br/pantufa-infantil-stz-alien-peluciada-verde-5188472-p2747895,12,958,1.25%,42.88
https://www.stz.com.br/sapatenis-democrata-recortes-couro-preto-5132349-p75390,12,934,1.28%,7.11
https://www.stz.com.br/campanha-sandalias-infantis,12,849,1.41%,7.31
https://www.stz.com.br/scarpin-modare-ultraconforto-aberto-anabela-elastico-preto-5192322-p2781371,12,627,1.91%,6.29
https://www.stz.com.br/slide-havaianas-aqua-tiras-cruzadas-verde-5197311-p2807662,12,372,3.23%,7.29
https://www.stz.com.br/palmilha-total-comfort-stz-dual-gel-masculino-color-5153518-p1131001,12,362,3.31%,11.74
https://www.stz.com.br/sandalia-mac-jac-tiras-fivela-camurca-verde-5183640-p2702983,12,136,8.82%,2.29
https://www.stz.com.br/tenis-infantil-molekinho-casual-recortes-azul-5197477-p2808937,11,31904,0.03%,8.75
https://www.stz.com.br/tenis-infantil-pimpolho-anatomica-casual-elastico-branco-5200149-p2825546,11,21492,0.05%,8.85
https://www.stz.com.br/sandalia-cartago-alabama-tira-contato-preto-5192461-p2782416,11,15698,0.07%,2.98
https://www.stz.com.br/bolsa-shopping-gabriela-detalhe-nos-pompom-matelasse-preto-5194660-p2795291,11,14258,0.08%,8.28
https://www.stz.com.br/acessorios/artigos-papelaria,11,11133,0.1%,26.79
https://www.stz.com.br/sandalia-papete-infantil-cartago-mini-milao-ii-tiras-contato-marinho-5199420-p2819181,11,7385,0.15%,2.53
https://www.stz.com.br/chinelo-infantil-havaianas-kids-slim-princess-moana-glitter-rose-5199131-p2819116,11,6737,0.16%,2.75
https://www.stz.com.br/sandalia-aranha-infantil-mattel-barbie-motorhome-de-brinquedo-rosa-5198221-p2813165,11,5164,0.21%,3.33
https://www.stz.com.br/tenis-fila-classic-runner-sl-retro-masculino-branco-5167838-p1717625,11,3590,0.31%,13.7
https://www.stz.com.br/tamanco-beira-rio-salto-grosso-strass-off-white-5197763-p2818924,11,3221,0.34%,8.68
https://www.stz.com.br/marcas/azaleia,11,3193,0.34%,18.49
https://www.stz.com.br/sandalia-papete-infantil-marvel-homem-aranha-helicoptero-de-brinquedo-azul-5198198-p2813163,11,2725,0.4%,5.44
https://www.stz.com.br/campanha-sandalia-e-tamanco?pg=3,11,2164,0.51%,7.97
https://www.stz.com.br/sandalia-nike-vista-masculina-tecido-preto-5186355-p2730816,11,2042,0.54%,19.42
https://www.stz.com.br/chinelo-gabriela-conforto-tira-larga-texturizado-caramelo-5193086-p2786479,11,2025,0.54%,02.02
https://www.stz.com.br/campanha-bolsas-acessorios,11,1825,0.6%,4.78
https://www.stz.com.br/menino/galochas,11,1762,0.62%,20.8
https://www.stz.com.br/tenis-fila-street-fit-2-esportivo-masculino-mesh-branco-5195055-p2809303,11,1347,0.82%,10.13
https://www.stz.com.br/chinelo-havaianas-tradicional-azul-5190147-p2762712,11,1340,0.82%,13.47
https://www.stz.com.br/tenis-nike-revolution-6-flyease-next-nature-esportivo-masculino-preto-5192972-p2785905,11,1217,0.9%,7.73
https://www.stz.com.br/chinelo-havaianas-flat-duo-preto-5178055-p2643565,11,917,1.2%,9.53
https://www.stz.com.br/chinelo-havaianas-urban-blend-marinho-5163596-p1660390,11,850,1.29%,6.17
https://www.stz.com.br/sandalia-gabriela-meia-pata-tira-larga-metalizada-dourada-5189606-p2758185,11,809,1.36%,11.16
https://www.stz.com.br/campanha-liquida-pegada-democrata,11,533,2.06%,6
https://www.stz.com.br/chinelo-olympikus-ibiza-preto-5159186-p1606768,11,495,2.22%,12.96
https://www.stz.com.br/guarda-chuva-sombrinha-susino-preto-5156883-p1168722,11,456,2.41%,18.34
https://www.stz.com.br/sandalia-gabriela-flatform-amarracao-metalizada-dourada-5182887-p2693978,11,370,2.97%,7.27
https://www.stz.com.br/tenis-olympikus-chroma-esportivo-masculino-preto-5197564-p2810413,11,320,3.44%,10
https://www.stz.com.br/bone-aba-curva-stz-feminino-deusa-bordado-azul-5186242-p2729990,11,311,3.54%,8.28
https://www.stz.com.br/slip-on-mac-jac-pespontos-tecido-corda-bege-5169382-p1888486,11,45,24.44%,1.91
https://www.stz.com.br/sandalia-rasteira-mississipi-tiras-pedraria-glitter-rose-5193866-p2790631,10,33490,0.03%,6.89
https://www.stz.com.br/mule-penelope-detalhe-fivela-nude-5193065-p2786224,10,19426,0.05%,9.17
https://www.stz.com.br/chinelo-cartago-egeu-iii-preto-5193883-p2790708,10,15716,0.06%,6.33
https://www.stz.com.br/tamanco-papete-vizzano-flatform-tratorado-tira-dupla-strass-multicolor-preto-5196633-p2802905,10,11221,0.09%,5.68
https://www.stz.com.br/sandalia-papete-infantil-patrulha-canina-mascara-skye-rosa-5199385-p2819274,10,7746,0.13%,9.32
https://www.stz.com.br/chuteira-futsal-umbro-orbit-azul-5195042-p2795960,10,7731,0.13%,6.54
https://www.stz.com.br/sandalia-rasteira-dakota-aplicacao-tiras-strass-rose-5196515-p2801623,10,7123,0.14%,2.96
https://www.stz.com.br/tenis-olympikus-atmos-evasense-esportivo-feminino-off-white-5198872-p2818180,10,6312,0.16%,15.22
https://www.stz.com.br/tenis-ollie-originals-broncos-trekking-masculino-preto-5195218-p2809336,10,6079,0.16%,8.92
https://www.stz.com.br/tenis-vertus-conforto-esportivo-feminino-elastico-tecido-cinza-5197466-p2808604,10,4903,0.2%,12.25
https://www.stz.com.br/meia-sapatilha-invisivel-feminina-trifil-fio-70-preto-5174693-p2615415,10,4420,0.23%,15.84
https://www.stz.com.br/bolsa-baguete-pequena-gabriela-meia-lua-preto-5187028-p2733946,10,3783,0.26%,16.38
https://www.stz.com.br/chuteira-society-dray-d-six-preto-5198416-p2814907,10,3520,0.28%,5.73
https://www.stz.com.br/campanha-aniversario-stz,10,3189,0.31%,22.42
https://www.stz.com.br/chinelo-havaianas-clube-de-regatas-do-flamengo-preto-5181904-p2683684,10,3154,0.32%,7.25
https://www.stz.com.br/shoulder-bag-nike-heritage-s-smit-tecido-preto-5194666-p2795314,10,3059,0.33%,6.69
https://www.stz.com.br/sandalia-papete-infantil-disney-mickey-mouse-mochila-preta-5199421-p2819160,10,2965,0.34%,5.6
https://www.stz.com.br/marcas/stz,10,2413,0.41%,6.99
https://www.stz.com.br/tenis-adidas-lite-racer-3-0-esportivo-feminino-tecido-branco-5192856-p2785042,10,2275,0.44%,6.63
https://www.stz.com.br/tenis-infantil-converse-all-star-chuck-taylor-cano-alto-pop-it-neon-verde-5199503-p2819307,10,2048,0.49%,6.33
https://www.stz.com.br/sandalia-gabriela-salto-grosso-detalhe-flor-rosa-5194388-p2794316,10,1943,0.51%,10.31
https://www.stz.com.br/sandalia-infantil-barbie-flight-aviao-da-barbie-rosa-5192487-p2782889,10,1851,0.54%,12.33
https://www.stz.com.br/conteudo/institucional,10,1784,0.56%,7.28
https://www.stz.com.br/tamanco-azaleia-plataforma-floral-rosa-5142004-p155660,10,1555,0.64%,08.07
https://www.stz.com.br/tenis-adidas-break-start-low-casual-masculino-cinza-5196954-p2804896,10,1455,0.69%,18.19
https://www.stz.com.br/tamanco-gabriela-salto-fino-detalhe-tira-larga-vinil-nude-5197789-p2815830,10,1395,0.72%,1.82
https://www.stz.com.br/scarpin-slingback-vizzano-salto-grosso-elastico-verniz-preto-5197587-p2810224,10,1261,0.79%,2.18
https://www.stz.com.br/tamanco-tchocco-salto-fino-com-laco-verniz-vermelho-5155557-p1156171,10,1061,0.94%,3.65
https://www.stz.com.br/sandalia-gabriela-anabela-tiras-cruzadas-cortica-off-white-5192743-p2784201,10,1041,0.96%,10.16
https://www.stz.com.br/tamanco-modare-ultraconforto-plataforma-matelasse-rafia-preto-5193301-p2787252,10,987,1.01%,4.39
https://www.stz.com.br/scarpin-boneca-vizzano-plataforma-tratorado-verniz-preto-5197585-p2810221,10,986,1.01%,3.94
https://www.stz.com.br/chinelo-west-coast-texturizado-marinho-5141340-p81020,10,671,1.49%,3.27
https://www.stz.com.br/mocassim-modare-ultraconforto-salto-geometrico-fivela-texturizado-caramelo-5197075-p2805682,10,575,1.74%,3.67
https://www.stz.com.br/tenis-cross-road-cybertech-esportivo-feminino-preto-5190066-p2761720,10,566,1.77%,7.18
https://www.stz.com.br/marcas/gabriela?pg=13,10,480,2.08%,3.67
https://www.stz.com.br/rasteira-papete-gabriela-flat-fivela-vazados-preto-5196171-p2799459,10,341,2.93%,3.84
https://www.stz.com.br/chinelo-olympikus-921-preto-5129250-p72552,10,220,4.55%,14.06
https://www.stz.com.br/bolsa-termica-stz-grande-estampa-divertida-azul-5126541-p69416,10,136,7.35%,14.93
https://www.stz.com.br/sandalia-mac-jac-flatform-fivelas-camurca-bege-5183628-p2702981,10,97,10.31%,1.97
https://www.stz.com.br/bolsa-termica-stz-azul-5151789-p844317,10,66,15.15%,8.76
https://www.stz.com.br/menino/tenis-esportivo,9,354469,0%,6.81
https://www.stz.com.br/bolsa-shopping-bag-grande-gabriela-essenciais-niqueleira-caramelo-5179674-p2663354,9,44461,0.02%,8.32
https://www.stz.com.br/marcas/under-armour,9,35843,0.03%,9.72
https://www.stz.com.br/chinelo-havaianas-brasil-branco-5012317-p89471,9,32207,0.03%,10.82
https://www.stz.com.br/chinelo-ipanema-masculino-anatomica-surf-azul-5155351-p1153137,9,31231,0.03%,9.31
https://www.stz.com.br/tenis-moleca-casual-feminino-detalhe-costura-ilhos-branco-5199109-p2820447,9,27559,0.03%,8.77
https://www.stz.com.br/sandalia-dakota-salto-geometrico-detalhe-pedraria-metalizado-rose-gold-5200800-p2827995,9,13141,0.07%,7.62
https://www.stz.com.br/black-friday,9,11650,0.08%,20.81
https://www.stz.com.br/tenis-converse-all-star-chuck-taylor-branco-5004938-p1339,9,8722,0.1%,9.52
https://www.stz.com.br/sandalia-modare-ultraconforto-salto-grosso-fivela-marrom-5182842-p2693298,9,6681,0.13%,4.15
https://www.stz.com.br/sandalia-papete-infantil-marvel-homem-aranha-helicoptero-de-brinquedo-marinho-5198223-p2813167,9,5308,0.17%,6.76
https://www.stz.com.br/sandalia-papete-gabriela-flatform-strass-metalizada-dourada-5197690-p2811418,9,5172,0.17%,5.5
https://www.stz.com.br/mochila-olympikus-essential-metalizada-preto-5182286-p2688313,9,4810,0.19%,10.75
https://www.stz.com.br/tenis-modare-ultraconforto-casual-feminino-strass-knit-preto-5197596-p2810237,9,3906,0.23%,3.26
https://www.stz.com.br/chinelo-kenner-kivah-tecido-preto-5193872-p2790716,9,3700,0.24%,10.52
https://www.stz.com.br/chinelo-infantil-ipanema-disney-joy-baby-stitch-perolado-azul-5200301-p2825221,9,3632,0.25%,2.95
https://www.stz.com.br/sandalia-gabriela-salto-grosso-flor-off-white-5199164-p2819595,9,3381,0.27%,4.55
https://www.stz.com.br/tenis-olympikus-esportivo-feminino-pride-3-prata-5192819-p2784748,9,2975,0.3%,8.47
https://www.stz.com.br/campanha-saltos?pg=4,9,2834,0.32%,7.9
https://www.stz.com.br/campanha-natal,9,2767,0.33%,30.69
https://www.stz.com.br/tenis-vertus-street-pespontos-tecido-branco-5178647-p2652402,9,2702,0.33%,5.59
https://www.stz.com.br/adesivo-antiderrapante-para-calcados-stz-feminino-preto-5187836-p2740654,9,2472,0.36%,8.53
https://www.stz.com.br/tenis-adidas-advantage-base-casual-masculino-branco-5192900-p2785357,9,2361,0.38%,27.43
https://www.stz.com.br/tenis-mizuno-enigma-softier-foam-esportivo-masculino-branco-5197191-p2806891,9,2360,0.38%,9.89
https://www.stz.com.br/tenis-via-marte-casual-feminino-pespontos-preto-5193576-p2789272,9,2159,0.42%,6.44
https://www.stz.com.br/sandalia-gabriela-salto-fino-tiras-amarracao-strass-off-white-5197780-p2814672,9,2137,0.42%,3.62
https://www.stz.com.br/slide-havaianas-aqua-metallic-tiras-cruzadas-rose-5197277-p2807598,9,1776,0.51%,3.35
https://www.stz.com.br/scarpin-slingback-gabriela-salto-fino-fivelas-tachas-recortes-verniz-preto-5196727-p2805126,9,1500,0.6%,7.72
https://www.stz.com.br/sapato-casual-democrata-metropolitan-bay-couro-caramelo-5162019-p1651061,9,1450,0.62%,9.8
https://www.stz.com.br/tenis-modare-ultraconforto-anabela-feminino-metalizado-knit-preto-5197077-p2805684,9,1299,0.69%,6.57
https://www.stz.com.br/marcas/stz?pg=6,9,1233,0.73%,9.1
https://www.stz.com.br/campanha-maes-dakota,9,1183,0.76%,9.99
https://www.stz.com.br/chinelo-cartago-masculino-coimbra-preto-5155468-p1154399,9,1066,0.84%,7.89
https://www.stz.com.br/tenis-gabriela-casual-feminino-tiras-cruzadas-elastico-verde-5189651-p2758573,9,1020,0.88%,7.5
https://www.stz.com.br/scarpin-vizzano-bico-fino-vazado-branco-5118330-p2049,9,999,0.9%,9.61
https://www.stz.com.br/mochila-infantil-stz-margaridas-glitter-rosa-5190829-p2770493,9,994,0.91%,9.84
https://www.stz.com.br/bolsa-tiracolo-pequena-penelope-texturizada-pink-5194315-p2793576,9,940,0.96%,04.09
https://www.stz.com.br/marcas/via-scarpa,9,885,1.02%,11.9
https://www.stz.com.br/marcas/mac-jac?pg=2,9,853,1.06%,6.43
https://www.stz.com.br/bota-democrata-trento-com-pespontos-couro-marrom-5142897-p81638,9,836,1.08%,6.75
https://www.stz.com.br/mochila-esportiva-cross-road-fivelas-verde-militar-5187789-p2741609,9,832,1.08%,24.16
https://www.stz.com.br/papete-gabriela-detalhe-tiras-hotfix-preto-5166299-p1689440,9,783,1.15%,5.93
https://www.stz.com.br/cinto-masculino-woche-pespontos-preto-5192430-p2782241,9,770,1.17%,5.68
https://www.stz.com.br/slide-kenner-kanoo-preto-5196536-p2801883,9,759,1.19%,8.81
https://www.stz.com.br/slide-nike-offcourt-preto-5140767-p80618,9,679,1.33%,14.71
https://www.stz.com.br/tamanco-gabriela-plataforma-tira-larga-jeans-azul-5192405-p2782183,9,665,1.35%,3.48
https://www.stz.com.br/tamanco-tchocco-salto-fino-detalhe-no-perfuros-branco-5175770-p2622835,9,532,1.69%,5.57
https://www.stz.com.br/scarpin-beira-rio-conforto-salto-bloco-camurca-preto-5141023-p3925,9,512,1.76%,10.95
https://www.stz.com.br/scarpin-gabriela-salto-fino-verde-5172070-p2598051,9,508,1.77%,5.59
https://www.stz.com.br/tenis-via-marte-anabela-feminino-detalhe-strass-preto-5193920-p2790903,9,485,1.86%,4.18
https://www.stz.com.br/sandalia-gabriela-flatform-detalhe-flores-rosa-5193957-p2792600,9,346,2.6%,8.85
https://www.stz.com.br/porta-cartao-feminino-gabriela-ziper-preto-5189781-p2759367,9,346,2.6%,12.69
https://www.stz.com.br/chinelo-ipanema-kirei-preto-5176271-p2627837,9,262,3.44%,5.35
https://www.stz.com.br/papete-gabriela-detalhe-flores-off-white-5165320-p1684683,9,197,4.57%,8.56
https://www.stz.com.br/galocha-zaxy-wide-plataforma-canelada-preto-5196097-p2799285,9,138,6.52%,14.8
https://www.stz.com.br/protetor-stz-para-calcanhar-incolor-5153506-p1130989,9,135,6.67%,27.94
https://www.stz.com.br/chinelo-havaianas-top-confete-glitter-color-5171638-p2597304,9,83,10.84%,4.25
https://www.stz.com.br/rasteira-penelope-detalhe-tiras-preto-necessaire-5168462-p1880873,9,43,20.93%,18.6
https://www.stz.com.br/chinelo-havaianas-slim-square-glitter-cinza-5196865-p2804510,8,28773,0.03%,9.98
https://www.stz.com.br/chinelo-ipanema-glitter-rose-5184197-p2710206,8,28617,0.03%,4.31
https://www.stz.com.br/tenis-mac-jac-casual-masculino-detalhe-perfuros-off-white-5197569-p2811123,8,25716,0.03%,8.86
https://www.stz.com.br/chinelo-gabriela-conforto-flatform-texturizado-verde-5193087-p2786480,8,24247,0.03%,9.62
https://www.stz.com.br/tenis-vertus-casual-feminino-recortes-tecido-preto-5193637-p2789246,8,22794,0.04%,7.96
https://www.stz.com.br/tenis-chunky-gabriela-perfuros-ilhos-feminino-branco-5187649-p2739121,8,21331,0.04%,8.64
https://www.stz.com.br/scarpin-slingback-bebece-salto-taca-fivela-metalizada-off-white-5199755-p2819622,8,20291,0.04%,10.21
https://www.stz.com.br/scarpin-gabriela-salto-fino-fivela-nobuck-preto-5164021-p1664137,8,19735,0.04%,8.8
https://www.stz.com.br/sandalia-rasteira-dakota-tiras-cruzadas-strass-metalizada-prata-5196532-p2801642,8,17592,0.05%,7.96
https://www.stz.com.br/tamanco-gabriela-flatform-tira-dupla-acolchoado-dourado-5195513-p2797709,8,12923,0.06%,8.54
https://www.stz.com.br/tenis-coca-cola-stream-leather-casual-feminino-metalizado-off-white-5194031-p2791587,8,12246,0.07%,8.82
https://www.stz.com.br/tenis-infantil-converse-all-star-chuck-taylor-cano-alto-tecido-rosa-5199504-p2819411,8,10523,0.08%,5.9
https://www.stz.com.br/tenis-olympikus-flit-3-esportivo-feminino-holografico-branco-5192825-p2784768,8,7956,0.1%,08.01
https://www.stz.com.br/bolsa-hobo-tiracolo-pequena-gabriela-gabi-niqueleira-off-white-5189759-p2759306,8,7925,0.1%,07.09
https://www.stz.com.br/tenis-fila-progress-lite-esportivo-feminino-preto-5198761-p2817246,8,7547,0.11%,6.53
https://www.stz.com.br/tenis-ollie-originals-kings-street-masculino-branco-5195283-p2800122,8,6594,0.12%,8.53
https://www.stz.com.br/sandalia-gabriela-essenciais-salto-grosso-detalhe-tira-nude-5156793-p1167520,8,5389,0.15%,1.94
https://www.stz.com.br/menina/babuches,8,5272,0.15%,11.04
https://www.stz.com.br/tenis-vertus-casual-masculino-pespontos-tecido-branco-5193825-p2790313,8,5016,0.16%,8.51
https://www.stz.com.br/tenis-olympikus-index-3-esportivo-masculino-preto-5192823-p2784752,8,4842,0.17%,7.71
https://www.stz.com.br/sandalia-vizzano-plataforma-tiras-detalhe-pedraria-off-white-5201553-p2831500,8,4472,0.18%,7.76
https://www.stz.com.br/acessorios/bolsas?pg=3,8,4415,0.18%,1.79
https://www.stz.com.br/tamanco-papete-vizzano-flatform-tratorado-tiras-cruzadas-strass-nude-5198372-p2814196,8,4411,0.18%,7.6
https://www.stz.com.br/tenis-infantil-converse-all-star-chuck-taylor-cano-alto-pop-it-azul-5199486-p2819405,8,4105,0.19%,5.5
https://www.stz.com.br/marcas/penelope-comfort,8,4022,0.2%,8.9
https://www.stz.com.br/shoulder-bag-puma-phase-portable-tecido-preto-5196804-p2804725,8,3952,0.2%,3.88
https://www.stz.com.br/chinelo-terra-agua-texturizada-vinho-5158389-p1184603,8,3769,0.21%,2.68
https://www.stz.com.br/rasteira-modare-ultraconforto-flat-reflex-sense-tiras-dourada-5200482-p2826311,8,3370,0.24%,3.53
https://www.stz.com.br/tenis-ollie-originals-premium-cano-alto-casual-masculino-preto-5196632-p2802781,8,3355,0.24%,6.11
https://www.stz.com.br/tenis-nike-revolution-6-next-nature-esportivo-masculino-preto-5192833-p2784924,8,3288,0.24%,13.36
https://www.stz.com.br/campanha-rasteiras-sapatilhas,8,2930,0.27%,6.7
https://www.stz.com.br/bota-motociclista-bow-river-protetor-marcha-preto-5178402-p2649076,8,2823,0.28%,20.45
https://www.stz.com.br/tenis-nike-court-vision-alta-flatform-feminino-branco-5191248-p2774009,8,2459,0.33%,20.43
https://www.stz.com.br/tenis-fila-acd-classic-lifestyle-street-masculino-preto-5192531-p2782765,8,2347,0.34%,6.65
https://www.stz.com.br/chinelo-infantil-havaianas-kids-fantasy-capivaras-lilas-5199170-p2820453,8,2308,0.35%,6.86
https://www.stz.com.br/campanha-infantil-sandalia-papete,8,2266,0.35%,9.11
https://www.stz.com.br/tamanco-penelope-salto-geometrico-caramelo-5194930-p2795866,8,2131,0.38%,5.34
https://www.stz.com.br/bolsa-porta-celular-gabriela-alca-corrente-vermelho-5198713-p2816466,8,2056,0.39%,7.19
https://www.stz.com.br/mochila-saco-adidas-tiro-league-gym-sack-preto-5192790-p2784569,8,2013,0.4%,8.31
https://www.stz.com.br/tenis-infantil-nike-pico-5-casual-couro-preto-5173430-p2610459,8,1974,0.41%,2.74
https://www.stz.com.br/sandalia-ipanema-diversa-flatform-off-white-5198783-p2817484,8,1970,0.41%,8.98
https://www.stz.com.br/bolsa-transversal-masculina-vertus-bolsos-frontais-ziper-preto-5188174-p2744169,8,1922,0.42%,34.17
https://www.stz.com.br/chuteira-infantil-futsal-dray-marvel-homem-aranha-azul-5197990-p2811556,8,1830,0.44%,3.83
https://www.stz.com.br/garrafa-squeeze-cross-road-borrifador-com-alca-preto-580ml-5172460-p2601238,8,1721,0.46%,8.7
https://www.stz.com.br/chinelo-infantil-havaianas-max-marvel-hulk-verde-5166342-p1689479,8,1703,0.47%,3.1
https://www.stz.com.br/black-friday/mochilas,8,1702,0.47%,14.18
https://www.stz.com.br/campanha-tenis-botas-infantil,8,1647,0.49%,10.1
https://www.stz.com.br/campanha-saltos,8,1544,0.52%,10.05
https://www.stz.com.br/scarpin-gabriela-essenciais-salto-fino-nobuck-preto-5142469-p3999,8,1426,0.56%,6.48
https://www.stz.com.br/tenis-converse-all-star-infantil-fecho-em-velcro-preto-5109787-p55040,8,1232,0.65%,13.53
https://www.stz.com.br/tamanco-vizzano-plataforma-detalhe-no-jeans-glitter-azul-5198341-p2814010,8,1153,0.69%,4.63
https://www.stz.com.br/tenis-adidas-runfalcon-3-0-esportivo-masculino-preto-5189776-p2759403,8,1145,0.7%,11.97
